,ID,RA,Dec,Ebv,Gal_Long,Gal_Lat,Ecl_Long,Ecl_Lat,Entry
11797,11798,91.65644,25.0,1.0,185.75677,2.06281,91.50749,1.56938,11797
15704,15705,287.7937,14.0,1.0,47.61827,2.0652,291.52756,36.11915,15704
5861,5862,311.04,46.0,1.0,85.14589,2.06561,336.89028,60.2769,5861
23900,23901,275.83099,-9.0,1.0,21.71868,2.07623,275.9383,14.31894,23900
27907,27908,116.78571,-21.0,1.0,237.87255,2.09514,124.07801,-41.32166,27907
9769,9770,298.62295,32.0,1.0,68.17601,2.09711,310.69913,51.47395,9769
18533,18534,283.57542,6.0,1.0,38.59979,2.0977,285.43006,28.71495,18533
28049,28050,268.92857,-21.0,1.0,7.98911,2.09891,268.99315,2.43551,28049
4287,4288,66.78733,52.0,1.0,152.79705,2.10301,73.757,29.86342,4287
3055,3056,54.94737,58.0,1.0,143.75162,2.10308,67.52213,37.26755,3055
14137,14138,95.78947,18.0,1.0,193.74691,2.10475,95.53498,-5.32828,14137
8400,8401,84.12371,36.0,1.0,172.98727,2.10601,85.13592,12.66034,8400
17638,17639,101.1236,8.0,1.0,205.02098,2.10686,101.41362,-14.99984,17638
25151,25152,112.11429,-13.0,1.0,228.70589,2.11413,116.4131,-34.4332,25151
21947,21948,107.29805,-4.0,1.0,218.5186,2.11474,109.32548,-26.28617,21947
25308,25309,273.6,-13.0,1.0,17.15579,2.11813,273.56037,10.39461,25308
15520,15521,97.99427,14.0,1.0,198.27648,2.12461,97.86336,-9.22154,15520
30202,30203,121.5142,-28.0,1.0,246.09233,2.1366,132.49599,-46.8965,30202
21228,21229,106.29526,-2.0,1.0,216.28056,2.14283,107.94459,-24.42991,21228
23023,23024,108.90756,-7.0,1.0,221.92168,2.14924,111.58977,-29.03302,23023
6464,6465,78.02281,43.0,1.0,164.55131,2.15382,80.71429,19.94693,6464
13796,13797,95.29412,19.0,1.0,192.64262,2.15852,95.02519,-4.34713,13796
27713,27714,269.46746,-20.0,1.0,9.1082,2.16316,269.49297,3.43829,27713
8286,8287,302.29965,37.0,1.0,74.0248,2.16949,318.31096,55.15557,8286
24958,24959,274.09091,-12.0,1.0,18.26416,2.17226,274.07589,11.38122,24958
3594,3595,325.97015,56.0,1.0,98.81977,2.1727,5.25792,62.26976,3594
5697,5698,74.88,46.0,1.0,160.80441,2.17535,78.64008,23.15635,5697
15172,15173,97.52161,15.0,1.0,197.1774,2.18029,97.34609,-8.24788,15172
2868,2869,52.54054,59.0,1.0,142.14593,2.18247,66.37862,38.59713,2868
28713,28714,267.55287,-23.0,1.0,5.61689,2.18344,267.74179,0.42014,28713
19789,19790,104.28969,2.0,1.0,211.80311,2.18428,105.29411,-20.68393,19789
8988,8989,85.77181,34.0,1.0,175.40047,2.18819,86.44032,10.61329,8988
4510,4511,68.49558,51.0,1.0,154.2551,2.19073,74.7587,28.69405,4510
19070,19071,103.28691,4.0,1.0,209.56487,2.20247,104.02144,-18.79504,19070
13457,13458,94.7929,20.0,1.0,191.53713,2.21221,94.5168,-3.36429,13457
27375,27376,270.0,-19.0,1.0,10.22622,2.22541,269.99428,4.4392,27375
7827,7828,82.68551,38.0,1.0,170.68255,2.22743,84.05194,14.71218,7827
24446,24447,111.16147,-11.0,1.0,226.5016,2.24308,114.89005,-32.62855,24446
17464,17465,284.95775,9.0,1.0,41.89709,2.24354,287.39776,31.54035,17464
28382,28383,268.10811,-22.0,1.0,6.73952,2.25217,268.2397,1.42773,28382
16221,16222,99.20455,12.0,1.0,200.59637,2.25286,99.18217,-11.14658,16221
29367,29368,266.13497,-25.0,1.0,3.23352,2.25857,266.49056,-1.60768,29367
21759,21760,278.77437,-3.0,1.0,28.39631,2.2609,279.33263,20.15525,21759
13120,13121,94.28571,21.0,1.0,190.43049,2.26612,94.0098,-2.37976,13120
13304,13305,291.42857,21.0,1.0,55.43129,2.26996,297.50743,42.41512,13304
9590,9591,87.34426,32.0,1.0,177.79618,2.27768,87.72823,8.5819,9590
27035,27036,270.52632,-18.0,1.0,11.34308,2.28596,270.49708,5.43827,27035
21042,21043,279.77716,-1.0,1.0,30.63494,2.28613,280.55177,22.08166,21042
17995,17996,101.84874,7.0,1.0,206.23953,2.29177,102.24237,-15.93734,17995
4738,4739,70.12987,50.0,1.0,155.69499,2.29233,75.74157,27.54114,4738
12637,12638,292.56798,23.0,1.0,57.6948,2.29327,299.4905,44.15666,12637
4666,4667,316.99115,51.0,1.0,91.50978,2.29833,349.56513,62.1053,4666
5130,5131,314.23729,49.0,1.0,88.83716,2.29926,344.0171,61.57496,5130
7167,7168,305.53506,41.0,1.0,78.75023,2.30449,325.40005,57.80615,7167
10518,10519,89.42675,29.0,1.0,181.2943,2.30621,89.50197,5.56183,10518
3012,3013,332.75676,59.0,1.0,103.53953,2.30652,15.22874,61.67386,3012
20324,20325,280.77994,1.0,1.0,32.87394,2.30666,281.80585,23.9984,20324
15870,15871,98.74286,13.0,1.0,199.50015,2.31091,98.66015,-10.17705,15870
16053,16054,286.97143,13.0,1.0,46.36161,2.31496,290.37371,35.24681,16053
11980,11981,293.74233,25.0,1.0,59.96605,2.31648,301.59661,45.86984,11980
19607,19608,281.78273,3.0,1.0,35.11271,2.32489,283.09644,25.90504,19607
29041,29042,266.70732,-24.0,1.0,4.35943,2.33344,266.98646,-0.59508,29041
23545,23546,276.06742,-8.0,1.0,22.71283,2.33663,276.22404,15.30806,23545
4222,4223,320.0,53.0,1.0,94.23734,2.33715,355.37864,62.4552,4222
9465,9466,299.00332,33.0,1.0,69.19878,2.33879,311.69676,52.32488,9465
29560,29561,120.37152,-26.0,1.0,243.85557,2.33886,130.2421,-45.28603,29560
13641,13642,290.76923,20.0,1.0,54.25724,2.3422,296.43305,41.55274,13641
11473,11474,91.39319,26.0,1.0,184.76699,2.34255,91.25915,2.56682,11473
26693,26694,271.04651,-17.0,1.0,12.45872,2.3451,271.00137,6.43552,26693
22665,22666,108.60335,-6.0,1.0,220.89476,2.34521,111.08345,-28.08774,22665
6370,6371,308.37209,44.0,1.0,82.40963,2.35041,331.62669,59.50813,6370
7270,7271,81.16364,40.0,1.0,168.36068,2.35347,82.94593,16.77753,7270
12969,12970,291.89189,22.0,1.0,56.51698,2.36507,298.35683,43.30858,12969
16404,16405,286.36364,12.0,1.0,45.19988,2.38397,289.48902,34.33889,16404
12307,12308,293.04878,24.0,1.0,58.78463,2.38631,300.3991,45.03752,12307
26349,26350,271.56069,-16.0,1.0,13.57309,2.40313,271.50716,7.43098,26349
29690,29691,265.26316,-26.0,1.0,1.96826,2.4032,265.73338,-2.63069,29690
4971,4972,71.69492,49.0,1.0,157.11748,2.40577,76.70599,26.40344,4971
11655,11656,294.24149,26.0,1.0,61.0599,2.40869,302.56947,46.73665,11655
8000,8001,302.75618,38.0,1.0,75.06159,2.41026,319.57206,55.9445,8000
13980,13981,290.11765,19.0,1.0,53.08493,2.41506,295.38697,40.68309,13980
3798,3799,323.30097,55.0,1.0,97.02415,2.42943,1.41169,62.61632,3798
22475,22476,277.5419,-5.0,1.0,26.0529,2.43151,277.90655,18.23229,22475
28243,28244,117.83784,-22.0,1.0,239.23149,2.43336,125.67643,-42.05195,28243
5612,5613,311.5102,47.0,1.0,86.13118,2.43362,338.53742,60.94896,5612
9165,9166,299.59732,34.0,1.0,70.3115,2.43535,313.00164,53.11276,9165
24606,24607,274.33428,-11.0,1.0,19.25856,2.43614,274.34998,12.37365,24606
16574,16575,99.94334,11.0,1.0,201.81779,2.43926,99.98858,-12.09538,16574
24092,24093,110.84746,-10.0,1.0,225.47335,2.44256,114.33151,-31.69489,24092
3200,3201,329.68421,58.0,1.0,101.6523,2.45068,11.36192,62.19128,3200
30519,30520,122.67516,-29.0,1.0,247.48646,2.45353,134.38157,-47.52925,30519
18353,18354,102.56983,6.0,1.0,207.45697,2.47531,103.0778,-16.87063,18353
5949,5950,76.53543,45.0,1.0,162.3057,2.48515,79.77449,22.03855,5949
28576,28577,118.54985,-23.0,1.0,240.42836,2.48665,126.88385,-42.85131,28576
6729,6730,79.55056,42.0,1.0,166.02118,2.4879,81.81748,18.85788,6729
14321,14322,289.47368,18.0,1.0,51.91442,2.48811,294.36828,39.80649,14321
17819,17820,284.1573,8.0,1.0,40.64525,2.49311,286.34334,30.63956,17819
11333,11334,294.75,27.0,1.0,62.15576,2.50025,303.57561,47.59647,11333
18890,18891,282.56983,5.0,1.0,37.25297,2.53465,284.18354,27.82238,18890
20683,20684,280.0,0.0,1.0,31.62719,2.54468,280.8725,23.06245,20683
30010,30011,264.375,-27.0,1.0,0.69756,2.54487,264.9739,-3.6586,30010
6897,6898,306.06742,42.0,1.0,79.79951,2.54931,326.91486,58.5278,6897
12786,12787,94.05405,22.0,1.0,189.44692,2.55028,93.76527,-1.38641,12786
14664,14665,288.83721,17.0,1.0,50.74574,2.56092,293.37608,38.92325,14664
21588,21589,107.29805,-3.0,1.0,217.62979,2.57446,109.17953,-25.29486,21588
10206,10207,89.13183,30.0,1.0,180.2991,2.58418,89.24891,6.56313,10206
8112,8113,84.04181,37.0,1.0,172.10782,2.58788,85.11164,13.66225,8112
3248,3249,58.77551,57.0,1.0,145.98762,2.59026,69.64882,35.74843,3248
11014,11015,295.26814,28.0,1.0,63.25361,2.59143,304.61656,48.44888,11014
3394,3395,326.93878,57.0,1.0,99.87427,2.59189,7.61144,62.58487,3394
3446,3447,60.89552,56.0,1.0,147.52828,2.59357,70.73711,34.49277,3446
23189,23190,276.30252,-7.0,1.0,23.70716,2.59642,276.51231,16.29668,23189
20869,20870,106.29526,-1.0,1.0,215.39064,2.60044,107.81094,-23.43741,20869
6113,6114,308.97638,45.0,1.0,83.47002,2.60221,333.35668,60.16411,6113
12454,12455,93.53474,23.0,1.0,188.33794,2.60362,93.25926,-0.39937,12454
20149,20150,105.29248,1.0,1.0,213.15112,2.62124,106.47914,-21.5688,20149
11152,11153,91.125,27.0,1.0,183.77622,2.6215,91.01003,3.5647,11152
3649,3650,62.91262,55.0,1.0,149.04779,2.62249,71.80582,33.26072,3649
16928,16929,100.67797,10.0,1.0,203.03834,2.62608,100.80142,-13.04001,16928
15009,15010,288.20809,16.0,1.0,49.57894,2.63306,292.40949,38.03367,15009
16756,16757,285.55241,11.0,1.0,43.94597,2.63422,288.38097,33.45228,16756
19430,19431,104.28969,3.0,1.0,210.91181,2.63926,105.18261,-19.68943,19430
23737,23738,110.53521,-9.0,1.0,224.44497,2.64098,113.78399,-30.75916,23737
26198,26199,114.45087,-16.0,1.0,232.42801,2.64872,119.86142,-36.9381,26198
7718,7719,303.22581,39.0,1.0,76.10046,2.65092,320.88709,56.72153,7718
29883,29884,121.5,-27.0,1.0,245.24082,2.6623,132.04094,-45.94693,29883
4895,4896,314.80519,50.0,1.0,89.8368,2.67158,345.90254,62.16318,4895
8693,8694,85.71429,35.0,1.0,174.52347,2.67245,86.42271,11.61429,8693
3857,3858,64.83412,54.0,1.0,150.54677,2.67384,72.85491,32.0504,3857
26003,26004,271.81556,-15.0,1.0,14.5674,2.67444,271.76704,8.42799,26003
8868,8869,300.0,35.0,1.0,71.33837,2.67571,314.08758,53.94558,8868
4441,4442,317.64706,52.0,1.0,92.52231,2.67702,351.60771,62.62426,4441
10698,10699,295.79618,29.0,1.0,64.35343,2.68249,305.69391,49.29344,10698
30327,30328,263.47003,-28.0,1.0,359.42137,2.68291,264.21212,-4.69156,30327
5209,5210,73.5,48.0,1.0,158.65231,2.68741,77.87626,25.25407,5209
22117,22118,277.77159,-4.0,1.0,27.04674,2.68973,278.20701,19.21792,22117
24253,24254,274.57627,-10.0,1.0,20.25331,2.69897,274.62642,13.3656,24253
7547,7548,82.58065,39.0,1.0,169.8008,2.70774,84.02181,15.71515,7547
3056,3057,56.84211,58.0,1.0,144.54954,2.71343,68.73118,36.98661,3056
26544,26545,115.11628,-17.0,1.0,233.61365,2.71491,120.91027,-37.78191,26544
21400,21401,278.77437,-2.0,1.0,29.28572,2.71964,279.40189,21.15315,21400
4007,4008,320.75829,54.0,1.0,95.26409,2.72608,357.56473,62.89884,4007
25656,25657,272.32092,-14.0,1.0,15.68052,2.72996,272.27693,9.42077,25656
18175,18176,283.36134,7.0,1.0,39.39457,2.74168,285.30929,29.73188,18175
4070,4071,66.66667,53.0,1.0,152.02588,2.74471,73.88447,30.8601,4070
19965,19966,280.77994,2.0,1.0,33.76509,2.76208,281.89565,24.99505,19965
2869,2870,54.48649,59.0,1.0,142.96285,2.7641,67.59854,38.2944,2869
9288,9289,87.30897,33.0,1.0,176.92174,2.76526,87.71714,9.58231,9288
10385,10386,296.33441,30.0,1.0,65.45518,2.7737,306.80934,50.1297,10385
8575,8576,300.61856,36.0,1.0,72.4549,2.77448,315.48868,54.71122,8575
26888,26889,115.78947,-18.0,1.0,234.80162,2.77939,121.98459,-38.6182,26888
19248,19249,281.78273,4.0,1.0,36.00432,2.77945,283.19763,26.90093,19248
25502,25503,113.46705,-14.0,1.0,230.21568,2.78861,118.21512,-35.16847,25502
20509,20510,106.0,0.0,1.0,214.36509,2.79474,107.36208,-22.48016,20509
6631,6632,306.61597,43.0,1.0,80.85093,2.79522,328.49378,59.23339,6631
5368,5369,312.0,48.0,1.0,87.11928,2.8013,340.2588,61.60108,5368
22307,22308,108.60335,-5.0,1.0,220.00744,2.8081,110.92183,-27.09806,22307
6205,6206,78.13953,44.0,1.0,163.79157,2.81036,80.89791,20.93569,6205
17283,17284,101.40845,9.0,1.0,204.258,2.81277,101.62074,-13.98045,17283
30641,30642,262.54777,-29.0,1.0,358.13966,2.81659,263.44805,-5.72974,30641
28907,28908,119.63415,-24.0,1.0,241.80026,2.8193,128.56313,-43.55149,28907
5451,5452,74.93878,47.0,1.0,160.04171,2.82423,78.80744,24.14539,5451
4288,4289,68.41629,52.0,1.0,153.48587,2.8325,74.89469,29.68824,4288
6998,6999,81.03321,41.0,1.0,167.47666,2.83301,82.90982,17.78187,6998
3593,3594,324.1791,56.0,1.0,98.06645,2.83348,3.722,62.98,3593
23381,23382,110.22472,-8.0,1.0,223.41652,2.83845,113.24711,-29.82142,23381
27230,27231,116.47059,-19.0,1.0,235.99188,2.84171,123.08511,-39.44667,27230
22832,22833,276.53631,-6.0,1.0,24.70164,2.85564,276.80317,17.28481,22832
5860,5861,309.6,46.0,1.0,84.53259,2.85628,335.15682,60.80023,5860
25851,25852,114.12104,-15.0,1.0,231.39865,2.85822,119.22126,-36.02376,25851
9897,9898,88.83117,31.0,1.0,179.30299,2.86189,88.99506,7.56497,9897
29235,29236,120.3681,-25.0,1.0,243.00343,2.86363,129.83825,-44.32799,29235
10075,10076,296.88312,31.0,1.0,66.55884,2.86535,307.96458,50.95715,10075
14826,14827,97.80347,16.0,1.0,196.41476,2.88264,97.56577,-7.23477,14826
15355,15356,287.37752,15.0,1.0,48.32129,2.88314,291.21763,37.16822,15355
17109,17110,284.74576,10.0,1.0,42.69305,2.88497,287.29473,32.55824,17109
12125,12126,93.29268,24.0,1.0,187.35201,2.88546,93.01365,0.5951,12125
7440,7441,303.70909,40.0,1.0,77.14144,2.89166,322.25883,57.48584,7440
3011,3012,330.81081,59.0,1.0,102.72614,2.89318,13.80865,62.42322,3011
10834,10835,90.85174,28.0,1.0,182.78444,2.89971,90.76015,4.56303,10834
27570,27571,117.15976,-20.0,1.0,237.18437,2.9014,124.21254,-40.267,27570
18712,18713,103.57542,5.0,1.0,208.80394,2.91302,104.22039,-17.7718,18712
24800,24801,112.5,-12.0,1.0,228.00616,2.92229,116.63997,-33.38139,24800
4511,4512,70.0885,51.0,1.0,154.92746,2.93485,75.88589,28.53338,4511
14481,14482,97.32558,17.0,1.0,195.31472,2.9372,97.05189,-6.26032,14481
11798,11799,92.76074,25.0,1.0,186.24088,2.93903,92.5086,1.58472,11798
8401,8402,85.36082,36.0,1.0,173.52033,2.95341,86.16093,12.62293,8401
15703,15704,286.76218,14.0,1.0,47.15794,2.95417,290.3007,36.2656,15703
9768,9769,297.44262,32.0,1.0,67.66437,2.95774,309.16146,51.77526,9768
27908,27909,117.85714,-21.0,1.0,238.37902,2.95799,125.36763,-41.07887,27908
23899,23900,274.8169,-9.0,1.0,21.24839,2.9608,274.90526,14.35707,23899
28048,28049,267.85714,-21.0,1.0,7.4826,2.96174,267.99207,2.42434,28048
5698,5699,76.32,46.0,1.0,161.4158,2.96752,79.72131,23.04873,5698
6465,6466,79.39163,43.0,1.0,165.13495,2.96759,81.77536,19.86397,6465
30203,30204,122.64984,-28.0,1.0,246.63506,2.98008,133.88784,-46.58728,30203
18532,18533,282.56983,6.0,1.0,38.14502,2.98863,284.29519,28.81754,18532
14138,14139,96.84211,18.0,1.0,194.21337,2.9908,96.53943,-5.28427,14138
25152,25153,113.14286,-13.0,1.0,229.18618,2.99402,117.6058,-34.24738,25152
25307,25308,272.57143,-13.0,1.0,16.67548,2.99801,272.54166,10.41641,25307
17639,17640,102.13483,8.0,1.0,205.47673,2.99876,102.44656,-14.91671,17639
21948,21949,108.30084,-4.0,1.0,218.97991,3.00261,110.43024,-26.15054,21948
15521,15522,99.02579,14.0,1.0,198.73659,3.01371,98.87546,-9.16184,15521
8285,8286,301.0453,37.0,1.0,73.48585,3.01428,316.67237,55.52334,8285
27712,27713,268.40237,-20.0,1.0,8.605,3.02862,268.49036,3.43087,27712
21229,21230,107.29805,-2.0,1.0,216.74034,3.03356,109.03595,-24.3034,21229
23024,23025,109.91597,-7.0,1.0,222.38802,3.0351,112.72051,-28.88174,23024
28712,28713,266.46526,-23.0,1.0,5.1005,3.04146,266.74086,0.39936,28712
13797,13798,96.35294,19.0,1.0,193.11075,3.04372,96.02837,-4.3066,13797
8989,8990,86.97987,34.0,1.0,175.92159,3.04379,87.45891,10.58765,8989
4665,4666,315.39823,51.0,1.0,90.83964,3.04451,347.86602,62.72664,4665
4739,4740,71.68831,50.0,1.0,156.35144,3.04962,76.8584,27.39421,4739
24957,24958,273.06818,-12.0,1.0,17.78712,3.05184,273.05574,11.40654,24957
4221,4222,318.33333,53.0,1.0,93.53842,3.0573,353.72679,63.11514,4221
5129,5130,312.71186,49.0,1.0,88.19404,3.0666,342.2884,62.15566,5129
7828,7829,83.9576,38.0,1.0,171.22759,3.06909,85.08706,14.66422,7828
15173,15174,98.55908,15.0,1.0,197.63914,3.06994,98.35701,-8.19153,15173
3199,3200,327.78947,58.0,1.0,100.86388,3.0735,9.89081,62.93205,3199
19790,19791,105.29248,2.0,1.0,212.25973,3.07663,106.35861,-20.57515,19790
27374,27375,268.94118,-19.0,1.0,9.72633,3.09313,268.99016,4.43551,27374
19071,19072,104.28969,4.0,1.0,210.01987,3.0936,105.07249,-18.69486,19071
13458,13459,95.85799,20.0,1.0,192.00694,3.09622,95.51868,-3.32728,13458
29366,29367,265.03067,-25.0,1.0,2.70695,3.11004,265.48983,-1.63835,29366
28381,28382,267.02703,-22.0,1.0,6.22647,3.11361,267.2372,1.4108,28381
3797,3798,321.5534,55.0,1.0,96.29481,3.11791,359.82263,63.31141,3797
24447,24448,112.1813,-11.0,1.0,226.97679,3.12449,116.05938,-32.45405,24447
7166,7167,304.20664,41.0,1.0,78.18454,3.13265,323.69016,58.23653,7166
17463,17464,283.94366,9.0,1.0,41.44111,3.13559,286.2298,31.65701,17463
9591,9592,88.52459,32.0,1.0,178.30599,3.13944,88.74043,8.56737,9591
16222,16223,100.22727,12.0,1.0,201.05373,3.14283,100.19927,-11.07813,16222
13121,13122,95.35714,21.0,1.0,190.90197,3.14858,95.01036,-2.34629,13121
21758,21759,277.77159,-3.0,1.0,27.93554,3.15028,278.26767,20.21628,21758
13303,13304,290.35714,21.0,1.0,54.95984,3.15243,296.17578,42.60752,13303
27034,27035,269.47368,-18.0,1.0,10.84652,3.15557,269.49147,5.43826,27034
6369,6370,306.97674,44.0,1.0,81.81859,3.16216,329.88129,59.99236,6369
12636,12637,291.48036,23.0,1.0,57.21804,3.1739,298.12316,44.36508,12636
4972,4973,73.22034,49.0,1.0,157.75855,3.17487,77.81264,26.26951,4972
10519,10520,90.57325,29.0,1.0,181.79164,3.17725,90.50947,5.56182,10519
21041,21042,278.77437,-1.0,1.0,30.1758,3.17773,279.47209,22.15101,21041
17996,17997,102.85714,7.0,1.0,206.69452,3.18353,103.27895,-15.84876,17996
29561,29562,121.48607,-26.0,1.0,244.38859,3.18742,131.60125,-44.9956,29561
7271,7272,82.47273,40.0,1.0,168.91825,3.18743,83.99136,16.71821,7271
29040,29041,265.60976,-24.0,1.0,3.83622,3.18915,265.98411,-0.6218,29040
11979,11980,292.63804,25.0,1.0,59.48382,3.19377,300.19329,46.09534,11979
20323,20324,279.77716,1.0,1.0,32.41646,3.19911,280.71133,24.07627,20323
9464,9465,297.80731,33.0,1.0,68.68367,3.19985,310.13113,52.63642,9464
15871,15872,99.77143,13.0,1.0,199.95911,3.20213,99.67613,-10.11188,15871
16052,16053,285.94286,13.0,1.0,45.90267,3.20619,289.15721,35.38515,16052
26692,26693,270.0,-17.0,1.0,11.96551,3.21624,269.99426,6.43917,26692
19606,19607,280.77994,3.0,1.0,34.65692,3.21683,281.98692,25.99166,19606
11474,11475,92.50774,26.0,1.0,185.25266,3.21901,92.26183,2.58039,11474
23544,23545,275.05618,-8.0,1.0,22.24379,3.22168,275.18654,15.34806,23544
5611,5612,310.04082,47.0,1.0,85.51266,3.22266,336.78462,61.48954,5611
13640,13641,289.70414,20.0,1.0,53.78815,3.22661,295.11655,41.73693,13640
22666,22667,109.60894,-6.0,1.0,221.35951,3.23103,112.20384,-27.9402,22666
3249,3250,60.61224,57.0,1.0,146.74882,3.24045,70.84139,35.50135,3249
3393,3394,325.10204,57.0,1.0,99.11312,3.24213,6.09661,63.31025,3393
12968,12969,290.81081,22.0,1.0,56.0427,3.24843,297.00469,43.50832,12968
29689,29690,264.14861,-26.0,1.0,1.43463,3.25139,264.73126,-2.66749,29689
7999,8000,301.4841,38.0,1.0,74.51889,3.25348,317.90757,56.32482,7999
3447,3448,62.68657,56.0,1.0,148.27106,3.26644,71.91871,34.26454,3447
12306,12307,291.95122,24.0,1.0,58.305,3.26714,299.01091,45.25382,12306
16403,16404,285.34091,12.0,1.0,44.74291,3.27416,288.28707,34.47057,16403
26348,26349,270.52023,-16.0,1.0,13.08323,3.27545,270.49857,7.43825,26348
11654,11655,293.12693,26.0,1.0,60.57474,3.28545,301.14508,46.97061,11654
5950,5951,77.95276,45.0,1.0,162.90302,3.29044,80.85049,21.94359,5950
30520,30521,123.82166,-29.0,1.0,248.03849,3.2911,135.78317,-47.20628,30520
9164,9165,298.38926,34.0,1.0,69.7931,3.29265,311.4161,53.43555,9164
28244,28245,118.91892,-22.0,1.0,239.74598,3.29399,126.97936,-41.79717,28244
13979,13980,289.05882,19.0,1.0,52.61814,3.30102,294.08563,40.85929,13979
6730,6731,80.89888,42.0,1.0,166.59183,3.31202,82.87341,18.78635,6730
3650,3651,64.66019,55.0,1.0,149.77249,3.31597,72.97647,33.05029,3650
24605,24606,273.31445,-11.0,1.0,18.78256,3.31716,273.32541,12.40082,24605
22474,22475,276.53631,-5.0,1.0,25.5888,3.31958,276.85308,18.28368,22474
24093,24094,111.86441,-10.0,1.0,225.94715,3.32522,115.49031,-31.52449,24093
16575,16576,100.96317,11.0,1.0,202.27419,3.33056,101.00947,-12.02148,16575
28577,28578,119.63746,-23.0,1.0,240.94726,3.34324,128.19842,-42.58767,28577
3057,3058,58.73684,58.0,1.0,145.33082,3.34538,69.94114,36.7205,3057
18354,18355,103.57542,6.0,1.0,207.91134,3.36651,104.11796,-16.7766,18354
2870,2871,56.43243,59.0,1.0,143.76329,3.3687,68.81948,38.0069,2870
6896,6897,304.7191,42.0,1.0,79.22978,3.37408,325.18402,58.97264,6896
14320,14321,288.42105,18.0,1.0,51.44985,3.37522,293.08208,39.97493,14320
11332,11333,293.625,27.0,1.0,61.66766,3.37613,302.12998,47.83919,11332
17818,17819,283.14607,8.0,1.0,40.19016,3.38542,285.18574,30.74883,17818
3858,3859,66.54028,54.0,1.0,151.2538,3.386,74.01465,31.85678,3858
30009,30010,263.25,-27.0,1.0,0.15667,3.38927,263.9704,-3.70166,30009
6112,6113,307.55906,45.0,1.0,82.87464,3.40898,331.59723,60.66404,6112
4440,4441,316.0181,52.0,1.0,91.84583,3.41825,349.9091,63.26378,4440
18889,18890,281.56425,5.0,1.0,36.79775,3.42733,283.05535,27.91656,18889
12787,12788,95.13514,22.0,1.0,189.92003,3.43431,94.76741,-1.35446,12787
20682,20683,279.0,0.0,1.0,31.16995,3.43435,279.78812,23.13378,20682
4894,4895,313.24675,50.0,1.0,89.1879,3.43551,344.16536,62.76202,4894
8113,8114,85.29617,37.0,1.0,172.64161,3.43605,86.14178,13.62413,8113
4006,4007,319.05213,54.0,1.0,94.55826,3.43947,355.92256,63.57639,4006
14663,14664,287.7907,17.0,1.0,50.28331,3.44879,292.10496,39.08414,14663
10207,10208,90.28939,30.0,1.0,180.79784,3.45417,90.25801,6.56109,10207
21589,21590,108.30084,-3.0,1.0,218.0911,3.46362,110.27646,-25.16021,21589
11013,11014,294.13249,28.0,1.0,62.76256,3.46607,303.14956,48.70068,11013
5210,5211,75.0,48.0,1.0,159.27822,3.47273,78.97757,25.13426,5210
4071,4072,68.33333,53.0,1.0,152.71573,3.47377,75.03339,30.68235,4071
23188,23189,275.29412,-7.0,1.0,23.2395,3.48168,275.47033,16.33856,23188
12455,12456,94.62236,23.0,1.0,188.81265,3.48543,94.26004,-0.37105,12455
20870,20871,107.29805,-1.0,1.0,215.85013,3.49193,108.8946,-23.31182,20870
7717,7718,301.93548,39.0,1.0,75.55402,3.49223,319.1971,57.1149,7717
11153,11154,92.25,27.0,1.0,184.26334,3.49794,92.01431,3.57646,11153
3010,3011,328.86486,59.0,1.0,101.92933,3.50267,12.36387,63.17718,3010
29884,29885,122.625,-27.0,1.0,245.78286,3.50599,133.41102,-45.64327,29884
3592,3593,322.38806,56.0,1.0,97.32965,3.51305,2.15104,63.69149,3592
20150,20151,106.29526,1.0,1.0,213.60876,3.51367,107.5495,-21.45208,20150
16929,16930,101.69492,10.0,1.0,203.49391,3.5183,101.82604,-12.96067,16929
26199,26200,115.49133,-16.0,1.0,232.91931,3.52029,121.08316,-36.7282,26199
15008,15009,287.16763,16.0,1.0,49.11856,3.5213,291.1534,38.18721,15008
30326,30327,262.33438,-28.0,1.0,358.87305,3.52295,263.20725,-4.741,30326
23738,23739,111.5493,-9.0,1.0,224.91729,3.52459,114.93235,-30.59277,23738
16755,16756,284.53258,11.0,1.0,43.49007,3.52582,287.18947,33.57617,16755
8694,8695,86.93878,35.0,1.0,175.04537,3.52949,87.44634,11.58817,8694
19431,19432,105.29248,3.0,1.0,211.36757,3.53129,106.23964,-19.58142,19431
8867,8868,298.77551,35.0,1.0,70.81651,3.53277,312.47396,54.27945,8867
26002,26003,270.7781,-15.0,1.0,14.0783,3.54949,270.75403,8.43709,26002
7548,7549,83.87097,39.0,1.0,170.34649,3.54955,85.06218,15.66625,7548
10697,10698,294.64968,29.0,1.0,63.85941,3.55552,304.20545,49.55465,10697
4289,4290,70.04525,52.0,1.0,154.15902,3.57683,76.03292,29.52548,4289
22116,22117,276.7688,-4.0,1.0,26.58428,3.57712,277.14897,19.27122,22116
24252,24253,273.55932,-10.0,1.0,19.77849,3.58114,273.59742,13.39462,24252
26545,26546,116.16279,-17.0,1.0,234.10916,3.58484,122.14436,-37.56422,26545
5367,5368,310.5,48.0,1.0,86.49547,3.58835,338.48899,62.15946,5367
25655,25656,271.2894,-14.0,1.0,15.19488,3.60553,271.26245,9.43346,25655
21399,21400,277.77159,-2.0,1.0,28.82512,3.61006,278.32911,21.21462,21399
6630,6631,305.24715,43.0,1.0,80.27716,3.61619,326.74341,59.69316,6630
